time,avg_temperature,avg_pressure,peak_windspeed,avg_windspeed,wind_dir_1,wind_dir_2,wind_dir_3,wind_direction_prevailing,rainfall,wind_dir_4
29/03/1990,3.4,975.45,36,15,100,NaN,NaN,NE,-998,NaN
30/03/1990,3.3,970.8,27,5,100,NaN,NaN,E,0,NaN
31/03/1990,0.65,983.5,27,4,10,NaN,NaN,N,-998,NaN
1/04/1990,0.8,1000.65,13,5,190,NaN,NaN,NE,0,NaN
2/04/1990,-0.4,1007.5,19,7,30,NaN,NaN,NE,-998,NaN
3/04/1990,0.35,1006.2,18,5,350,NaN,NaN,NE,0,NaN
4/04/1990,0,1003.1,22,8,90,NaN,NaN,E,0,NaN
5/04/1990,0.55,1003.45,22,9,20,NaN,NaN,NE,0,NaN
6/04/1990,-0.15,1002.7,19,7,20,NaN,NaN,N,0,NaN
7/04/1990,-2.2,996.85,9,4,20,NaN,NaN,NE,-998,NaN
8/04/1990,-2.4,990.6,11,3,100,NaN,NaN,NE,-998,NaN
9/04/1990,-1.55,992.5,7,4,50,NaN,NaN,NE,0,NaN
10/04/1990,-1.8,1000.6,12,6,10,NaN,NaN,NE,0,NaN
11/04/1990,-1.5,1007.3,16,8,200,NaN,NaN,S,-998,NaN
12/04/1990,-1.6,1007.75,19,7,200,NaN,NaN,SW,0,NaN
13/04/1990,-0.45,998.7,39,9,360,NaN,NaN,W,4,NaN
14/04/1990,-1.25,989.2,22,9,230,NaN,NaN,SW,1,NaN
15/04/1990,-5.95,987.35,47,21,110,NaN,NaN,SE,1,NaN
16/04/1990,-5.4,996.75,42,11,110,NaN,NaN,SE,-998,NaN
17/04/1990,-2.5,999.5,18,6,190,NaN,NaN,N,0,NaN
18/04/1990,-1.15,985.75,30,9,360,NaN,NaN,N,8,NaN
19/04/1990,-2.7,984.1,28,10,180,NaN,NaN,SW,-998,NaN
20/04/1990,-0.35,977.1,57,23,20,NaN,NaN,N,0,NaN
21/04/1990,-3.1,971.6,25,13,230,NaN,NaN,E,0,NaN
22/04/1990,-3.4,981.65,20,7,220,NaN,NaN,N,1,NaN
23/04/1990,-3.95,986.95,20,9,20,NaN,NaN,N,-998,NaN
24/04/1990,-4.25,979.1,27,11,40,NaN,NaN,E,0,NaN
25/04/1990,-4.7,976.5,20,11,350,NaN,NaN,NE,-998,NaN
26/04/1990,-6.4,979.5,29,15,20,NaN,NaN,N,-998,NaN
27/04/1990,-6.55,982.55,27,13,180,NaN,NaN,E,-998,NaN
28/04/1990,-6.1,981.3,26,11,210,NaN,NaN,S,0,NaN
29/04/1990,-3.5,987.05,24,7,240,NaN,NaN,SW,0,NaN
30/04/1990,-3.4,999.2,25,11,90,NaN,NaN,E,0,NaN
1/05/1990,-4.2,1005.5,28,11,60,NaN,NaN,NE,0,NaN
2/05/1990,-2.6,1014.25,28,14,80,NaN,NaN,E,0,NaN
3/05/1990,-3.75,1022.9,25,7,20,NaN,NaN,NE,0,NaN
4/05/1990,-4.15,1024.85,24,9,20,NaN,NaN,NE,0,NaN
5/05/1990,-3.8,1021.4,16,7,20,NaN,NaN,N,0,NaN
6/05/1990,-4.45,1020.25,15,7,120,NaN,NaN,SE,-998,NaN
7/05/1990,-3.85,1023.1,20,5,190,NaN,NaN,NE,-998,NaN
8/05/1990,-5.3,1023.55,22,9,10,NaN,NaN,S,0,NaN
9/05/1990,-3.9,1026.65,12,5,160,NaN,NaN,N,0,NaN
10/05/1990,-3.75,1029.55,18,7,180,NaN,NaN,S,-998,NaN
11/05/1990,-4.45,1029.4,14,6,160,NaN,NaN,SE,-998,NaN
12/05/1990,-5.45,1028.75,16,6,360,NaN,NaN,N,0,NaN
13/05/1990,-3.05,1025.4,11,3,120,NaN,NaN,E,-998,NaN
14/05/1990,-3.8,1021.05,11,3,340,NaN,NaN,NE,0,NaN
15/05/1990,-3.75,1015.2,9,2,60,NaN,NaN,E,0,NaN
16/05/1990,-4.45,1009.9,8,1,120,NaN,NaN,E,0,NaN
17/05/1990,-5,1000.45,19,5,110,NaN,NaN,E,0,NaN
18/05/1990,-0.4,987.05,25,6,20,NaN,NaN,N,1,NaN
19/05/1990,2.55,984,39,13,20,NaN,NaN,E,-998,NaN
20/05/1990,0.6,991.15,42,7,20,NaN,NaN,N,0,NaN
21/05/1990,-1.1,980.05,62,21,60,NaN,NaN,E,-998,NaN
22/05/1990,-1.75,960.25,60,25,70,NaN,NaN,E,0,NaN
23/05/1990,-4.2,961.55,46,19,100,NaN,NaN,E,0,NaN
24/05/1990,-3.75,979.05,16,8,340,NaN,NaN,N,2,NaN
25/05/1990,-4,990.35,24,7,20,NaN,NaN,E,-998,NaN
26/05/1990,-4.05,996.85,13,3,30,NaN,NaN,E,9,NaN
27/05/1990,-5.35,1003.3,18,5,10,NaN,NaN,NE,-998,NaN
28/05/1990,-3.6,997.1,16,3,20,NaN,NaN,E,-998,NaN
29/05/1990,-1.05,985.9,34,9,50,NaN,NaN,E,-998,NaN
30/05/1990,1.1,972.35,59,23,20,NaN,NaN,N,4,NaN
31/05/1990,1.25,969.5,54,27,30,NaN,NaN,N,5,NaN
1/06/1990,0.25,975.6,40,21,10,NaN,NaN,N,0,NaN
2/06/1990,-2.65,980.55,12,4,330,NaN,NaN,N,0,NaN
3/06/1990,-3,986.75,17,5,20,NaN,NaN,NE,0,NaN
4/06/1990,-2.65,993.55,43,13,100,NaN,NaN,N,1,NaN
5/06/1990,-3.8,995.5,39,11,10,NaN,NaN,N,0,NaN
6/06/1990,-4.75,999.4,19,6,190,NaN,NaN,N,1,NaN
7/06/1990,-6.8,1004.65,12,8,180,NaN,NaN,NE,0,NaN
8/06/1990,-5.3,1011.25,16,5,200,NaN,NaN,SW,0,NaN
9/06/1990,-3.9,1010.35,24,6,10,NaN,NaN,SE,1,NaN
10/06/1990,-1.35,995.35,27,11,60,NaN,NaN,E,0,NaN
11/06/1990,-1.1,986.3,33,7,70,NaN,NaN,SE,-998,NaN
12/06/1990,-2.2,996.35,29,4,10,NaN,NaN,E,0,NaN
13/06/1990,-2.25,997.45,12,4,300,NaN,NaN,E,2,NaN
14/06/1990,-1.55,994,18,5,40,NaN,NaN,E,2,NaN
15/06/1990,-1.5,993.95,20,6,360,NaN,NaN,N,0,NaN
16/06/1990,-0.95,978.75,54,15,60,NaN,NaN,NE,-998,NaN
17/06/1990,-1.65,969.25,62,21,30,NaN,NaN,NW,0,NaN
18/06/1990,-3.65,984.35,32,17,20,NaN,NaN,SW,-998,NaN
19/06/1990,-3,982.2,56,21,360,NaN,NaN,N,5,NaN
20/06/1990,-2.15,973.6,93,23,360,NaN,NaN,NW,0,NaN
21/06/1990,-2.75,962.55,52,19,360,NaN,NaN,SW,1,NaN
22/06/1990,-2.05,959.55,44,16,10,NaN,NaN,N,9,NaN
23/06/1990,-6.1,965.25,41,22,250,NaN,NaN,W,1,NaN
24/06/1990,-4.85,959.7,51,17,360,NaN,NaN,W,3,NaN
25/06/1990,-3.35,953.15,43,21,350,NaN,NaN,N,2,NaN
26/06/1990,-6.5,959.7,50,20,110,NaN,NaN,E,0,NaN
27/06/1990,-8.35,963.25,52,23,110,NaN,NaN,E,0,NaN
28/06/1990,-5.6,969.9,68,16,330,NaN,NaN,W,-998,NaN
29/06/1990,-6.1,967.4,42,15,10,NaN,NaN,W,-998,NaN
30/06/1990,-2.8,973.1,74,17,10,NaN,NaN,SW,1,NaN
1/07/1990,-3.15,979.6,50,23,10,NaN,NaN,N,2,NaN
2/07/1990,-4.35,990.35,28,9,340,NaN,NaN,SW,-998,NaN
3/07/1990,-2.35,994.9,68,19,20,NaN,NaN,NE,1,NaN
4/07/1990,0.55,985.2,80,34,10,NaN,NaN,N,4,NaN
5/07/1990,0.55,979.3,46,21,360,NaN,NaN,N,0,NaN
6/07/1990,-1.25,976.25,35,19,200,NaN,NaN,SW,0,NaN
7/07/1990,-2.7,988.1,28,11,110,NaN,NaN,E,1,NaN
8/07/1990,1.3,984.6,34,9,90,NaN,NaN,E,1,NaN
9/07/1990,1.65,977.2,42,11,20,NaN,NaN,N,5,NaN
10/07/1990,-0.45,969.8,23,3,70,NaN,NaN,NW,0,NaN
11/07/1990,-4.7,969.9,15,4,30,NaN,NaN,E,1,NaN
12/07/1990,-4.15,980.5,27,9,110,NaN,NaN,E,4,NaN
13/07/1990,-4.75,990.8,18,2,110,NaN,NaN,NE,1,NaN
14/07/1990,-5.25,995.25,28,5,360,NaN,NaN,NE,0,NaN
15/07/1990,-2.45,993.9,24,7,70,NaN,NaN,SE,0,NaN
16/07/1990,-3.35,991.7,19,5,280,NaN,NaN,NW,0,NaN
17/07/1990,-5.55,1000.4,14,5,200,NaN,NaN,N,0,NaN
18/07/1990,-6,1005.6,18,6,230,NaN,NaN,NE,0,NaN
19/07/1990,-7.25,1009,14,5,230,NaN,NaN,SW,0,NaN
20/07/1990,-6.2,1008,9,3,110,NaN,NaN,NE,0,NaN
21/07/1990,-1.75,993.05,44,11,40,NaN,NaN,NE,0,NaN
22/07/1990,-3.5,990,32,12,120,NaN,NaN,N,7,NaN
23/07/1990,-3.9,998.6,54,25,10,NaN,NaN,N,-998,NaN
24/07/1990,-3.85,995.6,49,13,10,NaN,NaN,E,-998,NaN
25/07/1990,-2.95,992.1,43,19,100,NaN,NaN,E,0,NaN
26/07/1990,-0.5,993.95,38,7,50,NaN,NaN,E,-998,NaN
27/07/1990,-3.6,996.2,13,3,310,NaN,NaN,N,-998,NaN
28/07/1990,-2.2,994.25,44,16,360,NaN,NaN,N,2,NaN
29/07/1990,-1.1,983.5,42,15,10,NaN,NaN,NW,0,NaN
30/07/1990,-2.25,978.25,12,3,180,NaN,NaN,E,2,NaN
31/07/1990,-4.8,977.15,16,7,350,NaN,NaN,N,0,NaN
1/08/1990,-5,981.9,36,7,360,NaN,NaN,N,2,NaN
2/08/1990,-4.75,985.6,36,17,360,NaN,NaN,S,0,NaN
3/08/1990,-7.2,997.15,19,6,180,NaN,NaN,SW,0,NaN
4/08/1990,-3.3,1003.4,27,8,300,NaN,NaN,SW,1,NaN
5/08/1990,-4.05,1003.95,17,5,270,NaN,NaN,N,0,NaN
6/08/1990,-6.75,1001.9,9,3,60,NaN,NaN,NE,0,NaN
7/08/1990,-5.55,995.1,40,5,20,NaN,NaN,NE,0,NaN
8/08/1990,-0.55,990.7,56,28,360,NaN,NaN,N,1,NaN
9/08/1990,1.95,982.15,54,33,20,NaN,NaN,N,15,NaN
10/08/1990,-2.9,965.65,49,16,20,NaN,NaN,N,6,NaN
11/08/1990,-6.15,963.05,26,11,220,NaN,NaN,E,1,NaN
12/08/1990,-3.9,964.85,30,17,210,NaN,NaN,SW,1,NaN
13/08/1990,-2.1,967,57,21,360,NaN,NaN,N,-998,NaN
14/08/1990,-5,975.95,50,15,20,NaN,NaN,SW,0,NaN
15/08/1990,-1.65,963.1,64,27,10,NaN,NaN,N,-998,NaN
16/08/1990,-3.6,954.9,49,17,260,NaN,NaN,W,-998,NaN
17/08/1990,-8.35,965.5,36,15,240,NaN,NaN,SW,0,NaN
18/08/1990,-5.55,957.05,59,23,80,NaN,NaN,E,5,NaN
19/08/1990,-4.55,948.8,44,22,10,NaN,NaN,E,1,NaN
20/08/1990,-6.65,963.55,41,13,100,NaN,NaN,E,0,NaN
21/08/1990,-8.7,988.1,37,11,100,NaN,NaN,E,-998,NaN
22/08/1990,-3.8,985.6,44,14,130,NaN,NaN,N,0,NaN
23/08/1990,-6.25,982.7,41,21,220,NaN,NaN,SW,0,NaN
24/08/1990,-8.25,984.95,20,5,110,NaN,NaN,E,0,NaN
25/08/1990,-1.95,968.15,34,12,20,NaN,NaN,W,1,NaN
26/08/1990,-9.8,969.95,32,15,270,NaN,NaN,W,-998,NaN
27/08/1990,-16.35,978.85,36,17,230,NaN,NaN,SW,-998,NaN
28/08/1990,-11.55,974.1,42,14,340,NaN,NaN,W,0,NaN
29/08/1990,-14,983.1,30,13,90,NaN,NaN,E,-998,NaN
30/08/1990,-13.35,994.05,36,8,110,NaN,NaN,W,-998,NaN
31/08/1990,-16.1,989.35,15,5,250,NaN,NaN,SW,-998,NaN
1/09/1990,-10.4,995.25,38,9,200,NaN,NaN,S,0,NaN
2/09/1990,-8.45,1005.25,14,4,330,NaN,NaN,NW,0,NaN
3/09/1990,-5.85,1011.6,19,7,10,NaN,NaN,N,0,NaN
4/09/1990,-2.25,1013.25,24,3,340,NaN,NaN,NW,0,NaN
5/09/1990,-3.25,1007.65,45,13,10,NaN,NaN,N,-998,NaN
6/09/1990,-1.2,994.95,42,7,10,NaN,NaN,NW,1,NaN
7/09/1990,1.65,986.85,40,20,360,NaN,NaN,N,2,NaN
8/09/1990,-0.75,984.95,24,7,360,NaN,NaN,NW,-998,NaN
9/09/1990,-2.8,976.15,22,5,220,NaN,NaN,NW,-998,NaN
10/09/1990,-7.25,975.65,30,11,330,NaN,NaN,SW,3,NaN
11/09/1990,-8.6,978.4,30,11,300,NaN,NaN,W,1,NaN
12/09/1990,-8.9,979.1,32,10,190,NaN,NaN,SE,5,NaN
13/09/1990,-17.5,990.9,27,11,240,NaN,NaN,SW,0,NaN
14/09/1990,-9.45,986.45,48,17,20,NaN,NaN,E,-998,NaN
15/09/1990,-5.2,982.75,39,13,70,NaN,NaN,W,0,NaN
16/09/1990,-7.75,990.3,26,9,240,NaN,NaN,W,-998,NaN
17/09/1990,-6.3,993.2,20,7,110,NaN,NaN,SE,7,NaN
18/09/1990,-8.1,1010.7,10,3,90,NaN,NaN,E,0,NaN
19/09/1990,-6.8,1010,30,7,20,NaN,NaN,E,0,NaN
20/09/1990,-2,1002.2,52,19,360,NaN,NaN,SW,1,NaN
21/09/1990,-4.45,995.75,46,17,240,NaN,NaN,N,1,NaN
22/09/1990,-8.85,995.5,38,11,190,NaN,NaN,NW,2,NaN
23/09/1990,-8.3,1010.8,13,2,70,NaN,NaN,W,-998,NaN
24/09/1990,-3.55,1002.2,34,11,30,NaN,NaN,SE,0,NaN
25/09/1990,2.6,993.25,40,5,10,NaN,NaN,SE,2,NaN
26/09/1990,1.55,986.35,26,7,40,NaN,NaN,NW,2,NaN
27/09/1990,0.45,983.55,17,5,230,NaN,NaN,SW,6,NaN
28/09/1990,-0.65,991.75,29,5,230,NaN,NaN,NW,-998,NaN
29/09/1990,0.7,978.5,46,17,360,NaN,NaN,N,-998,NaN
30/09/1990,1.75,973.25,46,13,360,NaN,NaN,N,-998,NaN
1/10/1990,0.45,953.6,26,3,10,NaN,NaN,E,1,NaN
2/10/1990,-1.3,955.65,38,17,20,NaN,NaN,N,1,NaN
3/10/1990,-0.5,966.45,31,7,10,NaN,NaN,NW,0,NaN
4/10/1990,-3.95,977.3,22,9,220,NaN,NaN,SW,0,NaN
5/10/1990,-5.6,980.7,22,5,240,NaN,NaN,SW,-998,NaN
6/10/1990,-2.75,979.65,33,7,20,NaN,NaN,E,-998,NaN
7/10/1990,1.1,971.1,33,11,100,NaN,NaN,SE,0,NaN
8/10/1990,-2.9,967.4,34,13,360,NaN,NaN,W,4,NaN
9/10/1990,-7.15,962.85,63,15,10,NaN,NaN,SW,1,NaN
10/10/1990,-5.6,959.65,54,17,10,NaN,NaN,W,0,NaN
11/10/1990,-3.6,956.8,46,20,360,NaN,NaN,NE,1,NaN
12/10/1990,-2.8,960.25,47,18,360,NaN,NaN,N,0,NaN
13/10/1990,-4,962.1,44,19,90,NaN,NaN,E,0,NaN
14/10/1990,-5.8,974.35,20,5,140,NaN,NaN,SW,0,NaN
15/10/1990,-4.6,971.95,76,11,20,NaN,NaN,NW,6,NaN
16/10/1990,-5.15,975.25,36,18,220,NaN,NaN,SW,0,NaN
17/10/1990,-5.55,985,28,16,30,NaN,NaN,SW,0,NaN
18/10/1990,1.05,973.75,26,9,50,NaN,NaN,E,4,NaN
19/10/1990,0.5,967.8,50,20,10,NaN,NaN,N,1,NaN
20/10/1990,0.6,973.65,36,3,360,NaN,NaN,N,0,NaN
21/10/1990,-0.5,977.95,26,6,10,NaN,NaN,N,2,NaN
22/10/1990,-1.25,981.3,21,5,240,NaN,NaN,NW,0,NaN
23/10/1990,-3.35,986.3,19,10,230,NaN,NaN,SW,0,NaN
24/10/1990,-4.75,992.15,18,4,180,NaN,NaN,SW,0,NaN
25/10/1990,-2.9,993.95,12,4,300,NaN,NaN,SE,0,NaN
26/10/1990,0,977.95,42,11,100,NaN,NaN,E,4,NaN
27/10/1990,-2,976.85,22,9,300,NaN,NaN,W,4,NaN
28/10/1990,-1.15,989.8,9,2,80,NaN,NaN,NE,0,NaN
29/10/1990,1.45,988.9,50,15,10,NaN,NaN,N,1,NaN
30/10/1990,1.7,984.25,40,19,30,NaN,NaN,N,5,NaN
31/10/1990,0.85,985.75,56,21,10,NaN,NaN,N,18,NaN
1/11/1990,0.85,985,42,13,360,NaN,NaN,N,-998,NaN
2/11/1990,-3.25,987.15,18,11,210,NaN,NaN,SW,0,NaN
3/11/1990,-4.55,995.45,18,9,220,NaN,NaN,SW,0,NaN
4/11/1990,-3.35,989.5,48,18,20,NaN,NaN,N,-998,NaN
5/11/1990,2.05,971.55,50,15,20,NaN,NaN,N,4,NaN
6/11/1990,-2.75,968.9,33,13,270,NaN,NaN,W,2,NaN
7/11/1990,-2.5,968.25,22,11,200,NaN,NaN,S,0,NaN
8/11/1990,-3.65,969.65,20,7,240,NaN,NaN,SW,-998,NaN
9/11/1990,-2.85,971.05,30,13,110,NaN,NaN,N,2,NaN
10/11/1990,0.75,964.85,48,20,10,NaN,NaN,N,0,NaN
11/11/1990,-0.3,960.8,49,18,360,NaN,NaN,NW,0,NaN
12/11/1990,-2.9,971.05,28,12,330,NaN,NaN,W,1,NaN
13/11/1990,-1.5,965.05,55,30,20,NaN,NaN,N,5,NaN
14/11/1990,1.55,954,49,24,360,NaN,NaN,N,7,NaN
15/11/1990,-1.05,960.05,42,19,360,NaN,NaN,NW,4,NaN
16/11/1990,-1.35,962.35,21,5,270,NaN,NaN,W,1,NaN
17/11/1990,-3.85,962.75,29,7,240,NaN,NaN,SW,-998,NaN
18/11/1990,-1.9,965.9,27,8,250,NaN,NaN,E,0,NaN
19/11/1990,0.85,954.7,29,4,60,NaN,NaN,NE,2,NaN
20/11/1990,1.15,954.95,35,15,20,NaN,NaN,N,1,NaN
21/11/1990,-0.25,962.6,15,5,270,NaN,NaN,NW,0,NaN
22/11/1990,-3.5,965.4,22,5,80,NaN,NaN,NW,0,NaN
23/11/1990,-1.5,970.5,26,11,220,NaN,NaN,SW,-998,NaN
24/11/1990,-1.75,979.5,27,12,220,NaN,NaN,SW,-998,NaN
25/11/1990,-0.55,974.85,18,8,200,NaN,NaN,SW,0,NaN
26/11/1990,-1.85,975.85,16,9,230,NaN,NaN,SW,0,NaN
27/11/1990,-2.6,979,14,9,210,NaN,NaN,SW,0,NaN
28/11/1990,-1.25,975.9,46,13,70,NaN,NaN,E,0,NaN
29/11/1990,1.4,971.8,48,18,90,NaN,NaN,E,0,NaN
30/11/1990,-1.6,979.9,15,10,250,NaN,NaN,SW,0,NaN
1/12/1990,1.7,983.6,8,2,240,NaN,NaN,SW,-998,NaN
2/12/1990,-0.05,985.5,10,6,310,NaN,NaN,NE,0,NaN
3/12/1990,1.25,983.25,18,4,80,NaN,NaN,E,0,NaN
4/12/1990,1.1,980.05,14,4,220,NaN,NaN,SW,0,NaN
5/12/1990,0,983.25,14,5,240,NaN,NaN,SW,0,NaN
6/12/1990,-1.1,990.45,22,16,210,NaN,NaN,SW,0,NaN
7/12/1990,-0.3,995.95,20,7,210,NaN,NaN,SW,0,NaN
8/12/1990,1,991.65,39,20,10,NaN,NaN,N,4,NaN
9/12/1990,-0.5,981.45,38,12,360,NaN,NaN,W,4,NaN
10/12/1990,0.3,972.1,36,14,20,NaN,NaN,NE,0,NaN
11/12/1990,1.45,971.05,30,7,120,NaN,NaN,E,0,NaN
12/12/1990,0.9,986.35,32,10,100,NaN,NaN,E,0,NaN
13/12/1990,-0.8,990.4,11,2,10,NaN,NaN,N,0,NaN
14/12/1990,0.7,983.9,10,3,40,NaN,NaN,E,2,NaN
15/12/1990,0.25,985.4,10,2,300,NaN,NaN,S,0,NaN
16/12/1990,2.4,989.35,18,2,60,NaN,NaN,NW,0,NaN
17/12/1990,3.4,997.45,44,7,360,NaN,NaN,N,0,NaN
18/12/1990,3.2,998.8,12,2,350,NaN,NaN,NW,0,NaN
19/12/1990,3.35,993.2,21,4,140,NaN,NaN,SE,3,NaN
20/12/1990,2.95,989.1,18,5,310,NaN,NaN,NW,0,NaN
21/12/1990,2.8,988.65,24,7,130,NaN,NaN,SE,5,NaN
22/12/1990,3.65,991.05,8,3,260,NaN,NaN,SW,0,NaN
23/12/1990,1.85,992.55,14,7,270,NaN,NaN,W,5,NaN
24/12/1990,0.75,987.1,18,7,180,NaN,NaN,E,5,NaN
25/12/1990,0.95,984.1,17,9,220,NaN,NaN,SW,-998,NaN
26/12/1990,1.7,984.8,24,2,90,NaN,NaN,E,2,NaN
27/12/1990,1.2,986.8,18,5,330,NaN,NaN,W,9,NaN
28/12/1990,2.8,982,58,17,20,NaN,NaN,N,5,NaN
29/12/1990,3.85,978.05,36,13,330,NaN,NaN,NW,5,NaN
30/12/1990,4.85,982.75,36,13,10,NaN,NaN,N,0,NaN
31/12/1990,3.75,986.1,20,3,70,NaN,NaN,E,0,NaN
1/01/1991,4.4,985.55,25,5,30,NaN,NaN,SE,0,NaN
2/01/1991,4.65,985.25,43,11,20,NaN,NaN,E,-998,NaN
3/01/1991,4.1,982.45,57,19,20,NaN,NaN,N,0,NaN
4/01/1991,4.15,981.55,50,25,360,NaN,NaN,N,1,NaN
5/01/1991,2.55,984.6,40,21,360,NaN,NaN,N,5,NaN
6/01/1991,4.35,984.35,48,20,30,NaN,NaN,NE,1,NaN
7/01/1991,4.9,979.35,54,14,360,NaN,NaN,N,10,NaN
8/01/1991,1.9,981.3,15,9,280,NaN,NaN,W,-998,NaN
9/01/1991,1.7,980.15,60,13,360,NaN,NaN,NW,4,NaN
10/01/1991,4,973.1,44,28,360,NaN,NaN,N,7,NaN
11/01/1991,3.15,983.9,35,19,360,NaN,NaN,N,0,NaN
12/01/1991,4.55,984.1,52,22,10,NaN,NaN,N,6,NaN
13/01/1991,2.75,984.75,27,9,10,NaN,NaN,NW,2,NaN
14/01/1991,2.25,995.1,21,11,230,NaN,NaN,SW,0,NaN
15/01/1991,1.2,1001.1,10,3,200,NaN,NaN,S,0,NaN
16/01/1991,1.7,996.45,18,7,120,NaN,NaN,SE,2,NaN
17/01/1991,4.45,987.65,30,8,20,NaN,NaN,N,-998,NaN
18/01/1991,2.35,983.7,16,2,300,NaN,NaN,NW,11,NaN
19/01/1991,2.8,987,18,7,360,NaN,NaN,NW,1,NaN
20/01/1991,3.25,981.25,10,3,200,NaN,NaN,NW,0,NaN
21/01/1991,2.5,978.85,12,5,340,NaN,NaN,S,0,NaN
22/01/1991,1.65,982.45,20,7,210,NaN,NaN,S,0,NaN
23/01/1991,1.95,981.9,22,9,20,NaN,NaN,W,2,NaN
24/01/1991,3.5,974.5,33,13,70,NaN,NaN,NE,0,NaN
25/01/1991,4.2,984.95,24,7,60,NaN,NaN,NW,0,NaN
26/01/1991,3.05,998.1,30,9,350,NaN,NaN,N,-998,NaN
27/01/1991,3,992.55,42,19,360,NaN,NaN,N,9,NaN
28/01/1991,3.55,980.35,40,13,10,NaN,NaN,N,3,NaN
29/01/1991,2.5,975.95,42,21,330,NaN,NaN,N,12,NaN
30/01/1991,1.7,975.15,36,15,10,NaN,NaN,NW,14,NaN
31/01/1991,2.9,971.2,50,15,360,NaN,NaN,N,1,NaN
1/02/1991,2.25,968.9,35,19,360,NaN,NaN,N,9,NaN
2/02/1991,1.6,978.85,28,19,350,NaN,NaN,N,4,NaN
3/02/1991,2.05,988.75,20,7,360,NaN,NaN,N,0,NaN
4/02/1991,3.35,985.15,36,15,90,NaN,NaN,E,0,NaN
5/02/1991,2.6,994.5,26,5,90,NaN,NaN,E,0,NaN
6/02/1991,3.25,1004.9,9,2,180,NaN,NaN,NE,0,NaN
7/02/1991,1.6,1015.55,28,9,20,NaN,NaN,NE,0,NaN
8/02/1991,3.1,1009.8,24,5,30,NaN,NaN,E,0,NaN
9/02/1991,3.75,1004.9,8,3,120,NaN,NaN,N,1,NaN
10/02/1991,4.75,998.35,46,9,20,NaN,NaN,NW,4,NaN
11/02/1991,6.55,989.65,43,13,10,NaN,NaN,NE,0,NaN
12/02/1991,4.3,990.15,25,9,70,NaN,NaN,W,-998,NaN
13/02/1991,4.5,990.85,56,11,10,NaN,NaN,N,1,NaN
14/02/1991,2.2,987.5,34,17,330,NaN,NaN,NW,6,NaN
15/02/1991,2.2,989.6,16,9,180,NaN,NaN,W,3,NaN
16/02/1991,3.8,992.3,30,13,70,NaN,NaN,E,-998,NaN
17/02/1991,4,988.55,29,11,360,NaN,NaN,E,0,NaN
18/02/1991,2.3,990.9,24,4,110,NaN,NaN,NE,9,NaN
19/02/1991,2.95,986.65,29,11,110,NaN,NaN,E,0,NaN
20/02/1991,1.8,984.6,26,8,30,NaN,NaN,E,0,NaN
21/02/1991,2.35,981.5,36,10,40,NaN,NaN,E,0,NaN
22/02/1991,-0.1,981.65,21,12,30,NaN,NaN,N,0,NaN
23/02/1991,1.95,980.25,24,4,150,NaN,NaN,NE,0,NaN
24/02/1991,0.15,983.6,28,4,10,NaN,NaN,N,1,NaN
25/02/1991,0.2,982.6,18,4,330,NaN,NaN,NW,0,NaN
26/02/1991,2.7,983.65,26,5,100,NaN,NaN,N,0,NaN
27/02/1991,0,986.4,20,8,40,NaN,NaN,N,0,NaN
28/02/1991,2.4,988.95,23,9,70,NaN,NaN,E,-998,NaN
1/03/1991,3.2,986.95,39,12,30,NaN,NaN,N,1,NaN
2/03/1991,3.45,978.05,38,15,110,NaN,NaN,E,0,NaN
3/03/1991,2.85,975.65,34,8,40,NaN,NaN,NW,-998,NaN
4/03/1991,2.25,975.7,19,4,220,NaN,NaN,S,0,NaN
5/03/1991,1.25,977.6,21,7,230,NaN,NaN,SW,1,NaN
6/03/1991,0.5,978.85,30,11,120,NaN,NaN,SW,1,NaN
7/03/1991,2,974.15,38,13,20,NaN,NaN,E,-998,NaN
8/03/1991,1.55,977.3,28,7,210,NaN,NaN,SW,3,NaN
9/03/1991,0,974.95,24,11,170,NaN,NaN,E,8,NaN
10/03/1991,-0.25,980.85,33,15,230,NaN,NaN,SW,1,NaN
11/03/1991,0.15,986.05,28,4,220,NaN,NaN,NE,1,NaN
12/03/1991,-1.25,984.4,12,3,360,NaN,NaN,N,0,NaN
13/03/1991,-0.45,987.4,12,5,10,NaN,NaN,N,-998,NaN
14/03/1991,0,976.3,46,15,120,NaN,NaN,E,-998,NaN
15/03/1991,3.55,965.2,36,13,30,NaN,NaN,N,0,NaN
16/03/1991,0.2,976.65,33,15,40,NaN,NaN,SW,0,NaN
17/03/1991,-0.2,975.65,40,15,30,NaN,NaN,W,3,NaN
18/03/1991,-0.25,982,24,10,20,NaN,NaN,N,5,NaN
19/03/1991,-0.95,988.1,32,10,30,NaN,NaN,N,1,NaN
20/03/1991,0.1,982.7,56,25,40,NaN,NaN,N,1,NaN
21/03/1991,1.25,985.2,38,20,40,NaN,NaN,N,3,NaN
22/03/1991,-0.15,989.7,27,15,100,NaN,NaN,NE,1,NaN
23/03/1991,1.7,992.8,34,10,90,NaN,NaN,NE,0,NaN
24/03/1991,0,998.8,60,33,30,NaN,NaN,N,0,NaN
25/03/1991,1.7,996.55,42,20,20,NaN,NaN,N,5,NaN
26/03/1991,0.15,1000.6,36,18,250,NaN,NaN,W,4,NaN
27/03/1991,0.85,1010,18,8,270,NaN,NaN,W,4,NaN
